6.230420704259777784e-307,1.869186985460164180e-306,1.691210955371402370e-306,1.068102678018788899e-306
2.192382812500000000e+00,1.513671875000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.187500000000000000e+00,1.845703125000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.187500000000000000e+00,2.109375000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.187500000000000000e+00,2.226562500000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.187500000000000000e+00,2.290039062500000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.187500000000000000e+00,2.226562500000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.192382812500000000e+00,1.772460937500000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.187500000000000000e+00,2.099609375000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.192382812500000000e+00,2.319335937500000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.187500000000000000e+00,2.290039062500000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.192382812500000000e+00,2.207031250000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.187500000000000000e+00,2.089843750000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.187500000000000000e+00,2.011718750000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.187500000000000000e+00,1.816406250000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.192382812500000000e+00,1.748046875000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.908203125000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.929687500000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.003906250000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.187500000000000000e+00,1.723632812500000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.143554687500000000e+00,2.167968750000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.060546875000000000e+00,2.285156250000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.977539062500000000e+00,2.260742187500000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.938476562500000000e+00,2.265625000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.840820312500000000e+00,2.207031250000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
